t_s,enc_x_deg,acc_x_deg,enc_y_deg,acc_y_deg,axW,ayW,azW,a_belt,v_belt,cmd_sps_x,cmd_dir_x,cmd_vel_x,steps_x,cmd_sps_y,cmd_dir_y,cmd_vel_y,steps_y,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
1.81524,153.281,-436.553,169.805,-994.043,-0.029,0.004,0.068,0.004,0.078,0.0,1,0.0,480,610.9,-1,-610.9,-1105,1.797,49.094,22.364,0.000,0.168,0.000,8.693
1.83543,153.193,-436.641,160.840,-1003.008,0.008,0.077,0.241,0.077,0.079,0.0,1,0.0,480,600.8,-1,-600.8,-1114,1.815,49.030,22.490,-0.064,0.127,-3.484,6.877
1.85562,153.281,-436.553,152.842,-1011.006,-0.060,0.001,0.095,0.001,0.080,0.0,1,0.0,480,579.5,-1,-579.5,-1123,1.840,49.030,22.756,0.000,0.095,0.000,7.917
1.87435,153.281,-436.553,144.844,-1019.004,-0.083,-0.007,0.081,-0.007,0.079,0.0,1,0.0,480,579.5,-1,-579.5,-1132,1.851,49.030,22.756,0.000,0.000,0.000,0.000
1.89452,153.193,-436.641,136.846,-1027.002,-0.057,0.000,0.047,0.000,0.079,0.0,1,0.0,480,579.5,-1,-579.5,-1141,1.851,49.030,22.756,0.000,0.000,0.000,0.000
1.91472,153.193,-436.641,128.760,-1035.088,0.008,0.016,0.150,0.016,0.079,0.0,1,0.0,480,566.2,-1,-566.2,-1150,1.893,49.055,22.923,0.130,0.167,8.392,10.720
1.93492,153.281,-436.553,120.674,-1043.174,0.092,-0.008,0.125,-0.008,0.079,0.0,1,0.0,480,541.8,-1,-541.8,-1159,1.911,49.055,23.228,0.000,0.173,0.000,17.417
1.95511,153.193,-436.641,112.939,-1050.908,0.110,0.038,0.141,0.038,0.080,0.0,1,0.0,480,524.9,-1,-524.9,-1168,1.942,49.055,23.438,0.000,0.212,0.000,15.023
1.97532,153.281,-436.553,105.205,-1058.643,0.175,0.068,0.066,0.068,0.081,0.0,1,0.0,480,509.1,-1,-509.1,-1176,1.961,49.055,23.636,0.000,0.198,0.000,18.202
1.99552,153.281,-436.553,98.262,-1065.586,0.030,0.023,-0.048,0.023,0.082,0.0,1,0.0,480,495.0,-1,-495.0,-1184,1.973,48.943,23.812,-0.111,0.176,-10.205,16.147
2.01607,153.281,-436.553,90.439,-1073.408,-0.177,-0.066,-0.135,-0.066,0.081,0.0,1,0.0,480,474.8,-1,-474.8,-1193,1.997,48.943,24.065,0.000,0.156,0.000,13.102
2.03538,153.369,-436.465,83.760,-1080.088,-0.127,-0.080,-0.040,-0.080,0.079,0.0,1,0.0,480,463.7,-1,-463.7,-1201,2.020,48.886,24.203,0.000,0.058,0.000,4.283
2.05411,153.281,-436.553,77.080,-1086.768,0.062,0.021,0.098,0.021,0.079,0.0,1,0.0,480,453.3,-1,-453.3,-1208,2.031,48.886,24.334,0.000,0.131,0.000,11.732
2.07429,153.281,-436.553,70.400,-1093.447,0.096,0.132,0.205,0.132,0.081,0.0,1,0.0,480,446.0,-1,-446.0,-1216,2.060,48.947,24.425,0.000,0.000,0.000,0.000
2.09449,153.281,-436.553,63.721,-1100.127,0.111,0.183,0.226,0.183,0.085,0.0,1,0.0,480,428.1,-1,-428.1,-1223,2.081,48.947,24.648,0.000,0.114,0.000,10.461
2.11470,153.281,-436.553,57.744,-1106.104,-0.204,0.099,-0.150,0.099,0.087,0.0,1,0.0,480,422.5,-1,-422.5,-1230,2.092,48.947,24.719,0.000,0.070,0.000,6.149
2.13490,153.369,-436.465,51.240,-1112.607,-0.139,0.099,-0.077,0.099,0.089,0.0,1,0.0,480,411.8,-1,-411.8,-1237,2.114,48.947,24.852,0.000,0.132,0.000,10.598
2.15509,153.281,-436.553,45.439,-1118.408,-0.301,-0.031,-0.278,-0.031,0.089,0.0,1,0.0,480,388.0,-1,-388.0,-1244,2.139,48.947,25.149,0.000,0.203,0.000,16.620
2.17381,153.281,-436.553,39.727,-1124.121,-0.216,0.005,-0.205,0.005,0.089,0.0,1,0.0,480,376.2,-1,-376.2,-1251,2.155,48.947,25.297,0.000,0.148,0.000,11.539
2.19401,153.281,-436.553,33.574,-1130.273,-0.181,-0.024,-0.176,-0.024,0.088,0.0,1,0.0,480,354.7,-1,-354.7,-1258,2.176,48.947,25.566,0.000,0.152,0.000,12.787
2.21420,153.281,-436.553,27.598,-1136.250,-0.080,0.000,-0.108,0.000,0.088,0.0,1,0.0,480,338.8,-1,-338.8,-1265,2.199,48.862,25.765,0.000,0.199,0.000,16.522
2.23441,153.369,-436.465,22.061,-1141.787,-0.047,-0.020,-0.053,-0.020,0.088,0.0,1,0.0,480,338.8,-1,-338.8,-1271,2.210,48.862,25.765,0.000,0.000,0.000,0.000
2.25461,153.193,-436.641,16.523,-1147.324,-0.078,-0.012,-0.023,-0.012,0.088,0.0,1,0.0,480,326.1,-1,-326.1,-1277,2.230,48.775,25.924,0.000,0.159,0.000,14.422
2.27479,153.281,-436.553,11.250,-1152.598,-0.399,-0.066,-0.141,-0.066,0.087,0.0,1,0.0,480,326.1,-1,-326.1,-1283,2.262,48.844,25.924,0.000,0.000,0.000,0.000
2.29500,153.281,-436.553,5.889,-1157.959,-0.536,-0.124,-0.250,-0.124,0.084,0.0,1,0.0,480,313.0,-1,-313.0,-1289,2.271,48.905,26.087,0.060,0.163,5.349,14.585
2.31373,153.193,-436.641,1.143,-1162.705,-0.595,-0.132,-0.392,-0.132,0.082,0.0,1,0.0,480,313.0,-1,-313.0,-1294,2.292,48.837,26.087,-0.067,0.000,-6.164,0.000
2.33392,153.281,-436.553,355.869,-1167.979,-0.505,-0.188,-0.374,-0.188,0.078,0.0,1,0.0,480,294.7,-1,-294.7,-1300,2.319,48.922,26.317,0.163,0.157,13.751,13.301
2.35412,153.281,-436.553,350.508,-1173.340,-0.425,-0.192,-0.504,-0.192,0.074,0.0,1,0.0,480,282.5,-1,-282.5,-1306,2.332,48.922,26.469,0.000,0.152,0.000,12.071
2.37433,153.193,-436.641,345.234,-1178.613,-0.160,-0.183,-0.360,-0.183,0.071,0.0,1,0.0,480,269.7,-1,-269.7,-1312,2.355,48.922,26.629,0.000,0.000,0.000,0.000
2.39451,153.281,-436.553,339.873,-1183.975,0.002,-0.180,-0.454,-0.180,0.067,0.0,1,0.0,480,271.0,-1,-271.0,-1318,2.378,48.922,26.612,0.000,-0.127,0.000,-11.476
2.42211,153.281,-436.553,328.096,-1195.752,0.308,-0.148,-0.134,-0.148,0.061,0.0,1,0.0,480,259.5,-1,-259.5,-1328,2.388,48.845,26.756,-0.076,0.145,-6.991,13.274
2.44221,153.281,-436.553,327.568,-1196.279,0.241,-0.055,0.014,-0.055,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.398,48.886,27.087,0.097,0.330,8.580,29.303
2.46361,153.281,-436.553,327.393,-1196.455,0.125,0.017,-0.063,0.017,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.443,48.942,27.237,0.000,0.079,0.000,7.827
2.48379,153.281,-436.553,327.393,-1196.455,0.076,-0.021,-0.002,-0.021,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.468,49.136,27.672,0.000,0.000,0.000,0.000
2.50399,153.281,-436.553,327.393,-1196.455,0.109,0.000,0.002,0.000,0.059,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.485,49.136,27.557,0.000,-0.117,0.000,-6.584
2.52418,153.281,-436.553,327.480,-1196.367,0.086,0.002,-0.008,0.002,0.059,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.511,49.136,27.696,0.000,0.139,0.000,12.372
2.54438,153.281,-436.553,327.480,-1196.367,0.096,0.013,0.018,0.013,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.526,49.136,27.696,0.000,0.000,0.000,0.000
2.56310,153.281,-436.553,327.393,-1196.455,0.091,0.021,0.004,0.021,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.544,49.136,27.794,0.000,0.098,0.000,5.373
2.58328,153.281,-436.553,327.393,-1196.455,0.091,0.016,0.008,0.016,0.060,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.570,49.136,27.794,0.000,0.000,0.000,0.000
2.60349,153.281,-436.553,327.393,-1196.455,0.072,0.010,0.006,0.010,0.061,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.580,49.136,27.794,0.000,0.000,0.000,0.000
2.62369,153.281,-436.553,327.393,-1196.455,0.063,0.005,0.005,0.005,0.061,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.603,49.136,27.794,0.000,0.000,0.000,0.000
2.64387,153.281,-436.553,327.480,-1196.367,0.053,0.008,0.003,0.008,0.061,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.612,49.136,27.794,0.000,0.000,0.000,0.000
2.66408,153.281,-436.553,327.480,-1196.367,0.044,0.017,0.007,0.017,0.061,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.645,49.136,27.794,0.000,0.000,0.000,0.000
2.68427,153.193,-436.641,327.480,-1196.367,0.045,0.026,0.008,0.026,0.062,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.669,49.136,27.794,0.000,0.000,0.000,0.000
2.70300,153.281,-436.553,327.393,-1196.455,0.056,0.023,0.011,0.023,0.062,0.0,1,0.0,480,0.0,-1,0.0,-1333,2.685,49.136,27.794,0.000,0.000,0.000,0.000
