t_s,enc_as5600_deg,acc_as5600_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
13.265304,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.266304,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.267304,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.268305,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.269305,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.270306,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.271306,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.272306,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.273307,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.274307,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.275308,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.276308,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.277309,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.278310,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.279310,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.280311,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.281311,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.282311,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.283312,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.284312,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.285313,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.286313,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.287314,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.288315,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.289315,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.290316,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.291316,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.292316,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.293317,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.294317,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.295318,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.296318,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.297319,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.298320,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.299320,264.0234,-0.615234,111,78.0469,0.00,1,0.00
