t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
2.39813,148.975,-453.340,0,0.000,-12.719,-0.752,3.467,-12.719,8.271,0.0,1,0.0,2.368,43.02,0.22,0.00,0.00,0.00,0.00
2.41807,149.062,-453.252,0,0.000,-7.952,-0.810,-4.833,-7.952,14.359,0.0,1,0.0,2.388,43.02,0.22,0.00,0.00,0.00,0.00
2.42817,148.975,-453.340,0,0.000,3.803,-0.771,13.119,3.803,13.331,0.0,1,0.0,2.388,43.02,0.22,0.00,0.00,0.00,0.00
2.44811,148.975,-453.340,0,0.000,0.054,-0.576,16.575,0.054,-11.186,0.0,1,0.0,2.418,43.02,0.22,0.00,0.00,0.00,0.00
2.46804,149.062,-453.252,0,0.000,-12.310,-0.510,-12.000,-12.310,-19.470,0.0,1,0.0,2.438,43.02,0.22,0.00,0.00,0.00,0.00
2.48797,148.975,-453.340,0,0.000,-3.900,-0.635,-12.237,-3.900,3.018,0.0,1,0.0,2.448,43.02,0.22,0.00,0.00,0.00,0.00
2.50791,149.062,-453.252,0,0.000,-13.773,-0.862,15.028,-13.773,15.928,0.0,1,0.0,2.478,43.02,0.22,0.00,0.00,0.00,0.00
2.52797,149.062,-453.252,0,0.000,-9.189,-1.001,-13.263,-9.189,3.224,0.0,1,0.0,2.498,43.02,0.22,0.00,0.00,0.00,0.00
2.54787,148.975,-453.340,0,0.000,-11.946,-1.160,16.291,-11.946,-9.763,0.0,1,0.0,2.528,43.02,0.22,0.00,0.00,0.00,0.00
2.56782,149.062,-453.252,0,0.000,4.922,-1.253,-11.236,4.922,18.687,0.0,1,0.0,2.538,43.02,0.22,0.00,0.00,0.00,0.00
2.58789,148.975,-453.340,0,0.000,-11.648,-1.349,-12.054,-11.648,-6.797,0.0,1,0.0,2.548,43.02,0.22,0.00,0.00,0.00,0.00
2.60783,149.062,-453.252,0,0.000,8.028,-1.364,-1.878,8.028,19.333,0.0,1,0.0,2.578,43.02,0.22,0.00,0.00,0.00,0.00
2.62776,148.975,-453.340,0,0.000,-12.129,-1.410,-2.462,-12.129,2.327,0.0,1,0.0,2.598,43.02,0.22,0.00,0.00,0.00,0.00
2.64772,149.062,-453.252,0,0.000,2.344,-1.522,4.957,2.344,-4.360,0.0,1,0.0,2.628,43.02,0.22,0.00,0.00,0.00,0.00
2.66765,148.975,-453.340,0,0.000,7.083,-1.485,-19.017,7.083,13.961,0.0,1,0.0,2.638,43.02,0.22,0.00,0.00,0.00,0.00
2.68758,148.975,-453.340,0,0.000,12.094,-1.258,-18.453,12.094,-4.938,0.0,1,0.0,2.658,43.02,0.22,0.00,0.00,0.00,0.00
2.69769,148.975,-453.340,0,0.000,19.564,-1.060,16.385,19.564,-12.777,0.0,1,0.0,2.668,43.02,0.22,0.00,0.00,0.00,0.00
2.71764,149.062,-453.252,0,0.000,-18.844,-1.357,-13.460,-18.844,-1.796,0.0,1,0.0,2.698,43.02,0.22,0.00,0.00,0.00,0.00
2.73752,148.975,-453.340,0,0.000,15.590,-1.076,6.491,15.590,5.268,0.0,1,0.0,2.708,43.02,0.22,0.00,0.00,0.00,0.00
2.74758,148.975,-453.340,0,0.000,-12.927,-1.206,15.544,-12.927,-4.137,0.0,1,0.0,2.728,43.02,0.22,0.00,0.00,0.00,0.00
2.76751,148.975,-453.340,0,0.000,3.559,-1.214,-9.910,3.559,6.682,0.0,1,0.0,2.738,43.02,0.22,0.00,0.00,0.00,0.00
2.78745,148.975,-453.340,0,0.000,17.187,-1.226,-1.417,17.187,-11.657,0.0,1,0.0,2.748,43.02,0.22,0.00,0.00,0.00,0.00
2.80753,149.062,-453.252,0,0.000,3.578,-1.379,16.525,3.578,-16.182,0.0,1,0.0,2.778,43.02,0.22,0.00,0.00,0.00,0.00
2.82745,149.062,-453.252,0,0.000,11.333,-1.393,3.343,11.333,9.369,0.0,1,0.0,2.797,43.02,0.22,0.00,0.00,0.00,0.00
2.84740,148.975,-453.340,0,0.000,7.366,-1.373,-3.931,7.366,8.018,0.0,1,0.0,2.827,43.02,0.22,0.00,0.00,0.00,0.00
2.86733,149.062,-453.252,0,0.000,-2.055,-1.412,-6.873,-2.055,3.346,0.0,1,0.0,2.837,43.02,0.22,0.00,0.00,0.00,0.00
2.88739,149.062,-453.252,0,0.000,11.628,-1.161,12.391,11.628,-7.505,0.0,1,0.0,2.847,43.02,0.22,0.00,0.00,0.00,0.00
2.90733,149.062,-453.252,0,0.000,-10.384,-1.313,19.610,-10.384,17.578,0.0,1,0.0,2.877,43.02,0.22,0.00,0.00,0.00,0.00
2.92735,148.975,-453.340,0,0.000,-6.978,-1.211,0.927,-6.978,10.484,0.0,1,0.0,2.897,43.02,0.22,0.00,0.00,0.00,0.00
2.94721,149.062,-453.252,0,0.000,5.216,-1.250,4.848,5.216,-7.213,0.0,1,0.0,2.907,43.02,0.22,0.00,0.00,0.00,0.00
2.96717,149.062,-453.252,0,0.000,-2.643,-1.361,12.802,-2.643,-9.869,0.0,1,0.0,2.947,43.02,0.22,0.00,0.00,0.00,0.00
2.98723,148.975,-453.340,0,0.000,2.665,-1.461,17.562,2.665,13.819,0.0,1,0.0,2.957,43.02,0.22,0.00,0.00,0.00,0.00
3.00716,149.062,-453.252,0,0.000,9.500,-1.362,2.478,9.500,-17.449,0.0,1,0.0,2.977,43.02,0.22,0.00,0.00,0.00,0.00
3.02710,149.062,-453.252,0,0.000,18.734,-1.054,-16.002,18.734,-12.829,0.0,1,0.0,2.997,43.02,0.22,0.00,0.00,0.00,0.00
3.04702,148.975,-453.340,0,0.000,-3.970,-0.975,15.532,-3.970,12.720,0.0,1,0.0,3.017,43.02,0.22,0.00,0.00,0.00,0.00
